,Color,Traits,Image Name
2025,['yellow'],"['extreme harlequin', 'reverse pinstripe', 'fringing', 'kneecaps', 'tri-color']",2291656.jpeg
2026,['yellow'],"['extreme harlequin', 'tri-color']",2291619.jpeg
2027,['red'],"['harlequin', 'partial pinstripe', 'snowflake', 'drippy']",2610829.jpeg
2028,['red'],"['snowflake', 'white wall', 'drippy', 'lilly white']",2665672.jpeg
2029,['cream'],['pinstripe'],2129905.jpeg
2030,"['dark', 'lavender']",['flame'],2140780.jpeg
2031,['dark'],['extreme harlequin'],2565590.jpeg
2032,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps', 'tri-color']",2129887.jpeg
2033,['dark'],"['dalmatian', 'extreme harlequin', 'tri-color']",2349817.jpeg
2034,['yellow'],['extreme harlequin'],2129885.jpeg
2035,"['dark', 'red']","['dalmatian', 'partial pinstripe', 'pos orange']",2665465.jpeg
2036,['yellow'],"['dalmatian', 'phantom']",2585174.jpeg
2037,"['red', 'yellow']","['dalmatian', 'harlequin', 'partial pinstripe']",1899604.jpeg
2038,['cream'],['dalmatian'],2603316.jpeg
2039,['yellow'],['harlequin'],2436613.jpeg
2040,['red'],"['dalmatian', 'bi-color']",1963639.jpeg
2041,"['cream', 'lavender']",['extreme harlequin'],1485375.jpeg
2042,['lavender'],[],2344381.jpeg
2043,['yellow'],"['dalmatian', 'tiger']",2436590.jpeg
2044,"['cream', 'red']",[],2322124.jpeg
2045,"['cream', 'lavender', 'yellow']","['harlequin', 'pinstripe']",2593629.jpeg
2046,['cream'],"['extreme harlequin', 'harlequin', 'drippy']",2593633.jpeg
2047,['dark'],['flame'],2602852.jpeg
2048,['lavender'],"['extreme harlequin', 'harlequin', 'tri-color', 'drippy']",2597891.jpeg
2049,"['cream', 'dark', 'lavender']","['extreme harlequin', 'harlequin']",2590165.jpeg
2050,['red'],"['brindle', 'tiger', 'portholes', 'phantom', 'patternless']",1769254.jpeg
2051,['red'],"['brindle', 'dalmatian']",2349196.jpeg
2052,['dark'],"['harlequin', 'pinstripe', 'quad-stripe', 'tangerine']",2602966.jpeg
2053,['red'],['bi-color'],2423246.jpeg
2054,['red'],['phantom'],2386771.jpeg
2055,['lavender'],"['harlequin', 'pinstripe']",2530899.jpeg
2056,['lavender'],"['harlequin', 'pinstripe', 'quad-stripe']",2530946.jpeg
2057,['dark'],"['pinstripe', 'quad-stripe', 'crowned']",2530985.jpeg
2058,['dark'],"['pinstripe', 'quad-stripe']",2525772.jpeg
2059,['red'],['phantom'],2407127.jpeg
2060,['dark'],['pinstripe'],2530965.jpeg
2061,['red'],"['dalmatian', 'harlequin']",2525788.jpeg
2062,['red'],"['harlequin', 'partial pinstripe']",2488514.jpeg
2063,['red'],[],2665015.jpeg
2064,['yellow'],['quad-stripe'],2599151.jpeg
2065,['olive'],['harlequin'],2599201.jpeg
2066,['olive'],"['harlequin', 'portholes']",2599027.jpeg
2067,['lavender'],"['extreme harlequin', 'drippy']",2242268.jpeg
2068,['yellow'],"['brindle', 'dalmatian']",2602452.jpeg
2069,['red'],"['dalmatian', 'bi-color']",2602440.jpeg
2070,"['lavender', 'red']",['harlequin'],2508515.jpeg
2071,['red'],['extreme harlequin'],2508500.jpeg
2072,['dark'],"['pinstripe', 'white out']",2664591.jpeg
2073,"['cream', 'lavender']","['dalmatian', 'extreme harlequin', 'harlequin', 'pinstripe', 'snowflake']",2308504.jpeg
2074,['yellow'],"['extreme harlequin', 'solid back', 'snowflake', 'fringing', 'kneecaps']",2129044.jpeg
2075,['lavender'],"['dalmatian', 'drippy']",2018831.jpeg
2076,['red'],['tri-color'],2664495.jpeg
2077,['cream'],[],2129018.jpeg
2078,['dark'],['phantom'],2129002.jpeg
2079,['yellow'],['tri-color'],2128996.jpeg
2080,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps']",2128993.jpeg
2081,"['red', 'yellow']","['harlequin', 'tri-color']",2128984.jpeg
2082,['dark'],['extreme harlequin'],2564155.jpeg
2083,['red'],"['white wall', 'tri-color']",2253122.jpeg
2084,['dark'],['quad-stripe'],2020070.jpeg
2085,"['dark', 'red']",['harlequin'],2270424.jpeg
2086,"['dark', 'yellow']",[],2253093.jpeg
2087,['red'],[],2253100.jpeg
2088,"['dark', 'yellow']","['flame', 'tri-color']",2170695.jpeg
2089,"['dark', 'yellow']",['tri-color'],2253136.jpeg
2090,"['dark', 'yellow']",['tri-color'],2270412.jpeg
2091,['lavender'],['tri-color'],2313905.jpeg
2092,['dark'],"['extreme harlequin', 'tri-color']",2123967.jpeg
2093,['dark'],"['harlequin', 'tri-color']",2487641.jpeg
2094,['yellow'],"['extreme harlequin', 'tri-color']",2128905.jpeg
2095,['dark'],"['portholes', 'fringing', 'phantom', 'patternless']",2128901.jpeg
2096,['cream'],"['extreme harlequin', 'snowflake', 'fringing', 'kneecaps']",2128890.jpeg
2097,"['cream', 'red']","['harlequin', 'partial pinstripe', 'portholes']",2602034.jpeg
2098,['lavender'],['extreme harlequin'],2123920.jpeg
2099,['red'],"['harlequin', 'partial pinstripe']",2487589.jpeg
2100,"['cream', 'lavender']","['pos lavender', 'drippy']",2487517.jpeg
2101,['red'],['harlequin'],2664097.jpeg
2102,"['cream', 'red']",['extreme harlequin'],2601921.jpeg
2103,['red'],"['portholes', 'bi-color', 'phantom']",2664054.jpeg
2104,['cream'],"['harlequin', 'tri-color']",2601889.jpeg
2105,['red'],"['dalmatian', 'super dalmatian', 'oil spot', 'red spot']",2357312.jpeg
2106,['yellow'],"['dalmatian', 'pinstripe', 'quad-stripe', 'reverse pinstripe']",2074071.jpeg
2107,['yellow'],"['pinstripe', 'quad-stripe', 'reverse pinstripe']",2348404.jpeg
2108,"['cream', 'red']",['pinstripe'],2601863.jpeg
2109,['cream'],"['pinstripe', 'drippy']",2663944.jpeg
2110,['dark'],"['pinstripe', 'phantom']",2359811.jpeg
2111,"['cream', 'dark']",['harlequin'],2368891.jpeg
2112,['lavender'],"['extreme harlequin', 'harlequin', 'white out', 'white wall', 'tri-color']",2368843.jpeg
2113,"['cream', 'dark', 'red']","['white wall', 'tri-color']",2368885.jpeg
2114,"['dark', 'lavender']","['extreme harlequin', 'harlequin']",2368852.jpeg
2115,"['cream', 'dark', 'lavender']","['harlequin', 'white out']",2384023.jpeg
2116,"['dark', 'red']","['tiger', 'tri-color']",2359845.jpeg
2117,['red'],"['portholes', 'phantom']",2663847.jpeg
2118,['cream'],[],2270451.jpeg
2119,['yellow'],['pinstripe'],2530537.jpeg
2120,['red'],['extreme harlequin'],2663776.jpeg
2121,['dark'],['harlequin'],2663770.jpeg
2122,['dark'],"['extreme harlequin', 'harlequin']",2241325.jpeg
2123,['red'],['flame'],2270397.jpeg
2124,['dark'],"['extreme harlequin', 'harlequin', 'snowflake']",2663746.jpeg
2125,['dark'],"['flame', 'harlequin']",2663736.jpeg
2126,['cream'],['pinstripe'],1998285.jpeg
2127,['dark'],"['harlequin', 'partial pinstripe']",2176335.jpeg
2128,['red'],"['pinstripe', 'phantom']",2176760.jpeg
2129,"['cream', 'lavender']","['harlequin', 'partial pinstripe']",2175937.jpeg
2130,['cream'],[],2175959.jpeg
2131,"['dark', 'red']",[],2663729.jpeg
2132,['red'],"['harlequin', 'pinstripe']",1998273.jpeg
2133,['red'],"['harlequin', 'pinstripe']",2178835.jpeg
2134,['dark'],"['harlequin', 'pinstripe', 'tri-color']",2178291.jpeg
2135,['dark'],['pinstripe'],2178301.jpeg
2136,"['cream', 'dark']",['harlequin'],2176662.jpeg
2137,['red'],['bi-color'],2178731.jpeg
2138,['red'],"['harlequin', 'partial pinstripe']",2178744.jpeg
2139,"['dark', 'red', 'yellow']","['empty back', 'white tip', 'phantom']",2663680.jpeg
2140,['red'],"['dalmatian', 'phantom']",2270333.jpeg
2141,['yellow'],[],2547135.jpeg
2142,['red'],"['dalmatian', 'super dalmatian', 'ink spot', 'oil spot', 'red spot']",2663660.jpeg
2143,['dark'],['harlequin'],2270321.jpeg
2144,['dark'],"['tiger', 'phantom']",2601551.jpeg
2145,['red'],"['harlequin', 'pos red', 'tri-color', 'pos tri-color', 'pos drippy', 'drippy']",2487290.jpeg
2146,['red'],['flame'],2541283.jpeg
2147,"['dark', 'red']",['tri-color'],2541279.jpeg
2148,['red'],"['dalmatian', 'red spot']",2541363.jpeg
2149,['cream'],"['dalmatian', 'harlequin', 'drippy']",2563341.jpeg
2150,['red'],"['dalmatian', 'super dalmatian', 'oil spot', 'red spot']",2663618.jpeg
2151,['red'],"['brindle', 'phantom']",2270295.jpeg
2152,"['dark', 'red']","['extreme harlequin', 'harlequin', 'tri-color']",2601479.jpeg
2153,['cream'],"['dalmatian', 'harlequin', 'drippy']",2563234.jpeg
2154,['yellow'],"['flame', 'pos flame', 'reverse pinstripe', 'phantom']",2270279.jpeg
2155,['dark'],"['harlequin', 'pinstripe']",2563213.jpeg
2156,['dark'],"['tiger', 'phantom']",2601462.jpeg
2157,['yellow'],['phantom'],2663300.jpeg
2158,['red'],['phantom'],2663319.jpeg
2159,"['cream', 'dark']","['harlequin', 'partial pinstripe', 'tri-color']",2270258.jpeg
2160,"['cream', 'dark']","['dalmatian', 'pinstripe', 'quad-stripe']",2563093.jpeg
2161,"['cream', 'dark']","['harlequin', 'partial pinstripe']",2563060.jpeg
2162,['red'],"['harlequin', 'partial pinstripe']",2601311.jpeg
2163,['yellow'],"['harlequin', 'pinstripe']",2562979.jpeg
2164,"['cream', 'red']","['harlequin', 'pinstripe', 'quad-stripe']",2468547.jpeg
2165,['dark'],['tri-color'],2468530.jpeg
2166,['yellow'],"['pinstripe', 'quad-stripe']",2468523.jpeg
2167,['dark'],['tri-color'],2468509.jpeg
2168,['dark'],"['white wall', 'tri-color']",2468507.jpeg
2169,['dark'],['tri-color'],2315803.jpeg
2170,['yellow'],"['pinstripe', 'quad-stripe', 'phantom']",2315795.jpeg
2171,['red'],"['portholes', 'phantom']",2307011.jpeg
2172,['yellow'],['harlequin'],2306991.jpeg
2173,['red'],['harlequin'],2306725.jpeg
2174,['red'],"['white wall', 'tri-color']",2306609.jpeg
2175,['red'],"['super dalmatian', 'ink spot', 'oil spot']",2663223.jpeg
2176,['lavender'],"['flame', 'pos harlequin', 'fringing', 'kneecaps']",2270093.jpeg
2177,['red'],"['harlequin', 'pinstripe']",2347827.jpeg
2178,['red'],['super dalmatian'],2486847.jpeg
2179,['dark'],['pinstripe'],1960920.jpeg
2180,['dark'],['pinstripe'],2662664.jpeg
2181,['red'],[],2662589.jpeg
2182,"['cream', 'yellow']","['brindle', 'harlequin', 'drippy']",2562406.jpeg
2183,['red'],"['dalmatian', 'pinstripe']",1824407.jpeg
2184,['yellow'],[],2458270.jpeg
2185,['yellow'],['dalmatian'],2458256.jpeg
2186,['red'],"['dalmatian', 'portholes', 'phantom']",2274063.jpeg
2187,['red'],"['dalmatian', 'pinstripe']",2320675.jpeg
2188,['lavender'],"['dalmatian', 'red spot', 'tri-color']",2526424.jpeg
2189,['dark'],['harlequin'],2390701.jpeg
2190,['red'],"['partial pinstripe', 'tri-color', 'drippy']",2600468.jpeg
2191,"['cream', 'dark']","['extreme harlequin', 'harlequin', 'white wall', 'tri-color']",2273998.jpeg
2192,['dark'],['patternless'],2598415.jpeg
2193,"['cream', 'lavender']","['extreme harlequin', 'harlequin', 'drippy']",2486041.jpeg
2194,['dark'],['harlequin'],2485925.jpeg
2195,['yellow'],['reverse pinstripe'],2662079.jpeg
2196,['yellow'],['quad-stripe'],2662063.jpeg
2197,"['cream', 'red']","['harlequin', 'pinstripe', 'crowned']",1650017.jpeg
2198,['yellow'],[],1649999.jpeg
2199,['dark'],"['harlequin', 'partial pinstripe']",2173042.jpeg
2200,['yellow'],['quad-stripe'],2173089.jpeg
2201,['red'],"['pos red', 'drippy']",2485652.jpeg
2202,['yellow'],"['pinstripe', 'quad-stripe']",2173029.jpeg
2203,"['cream', 'red']","['extreme harlequin', 'harlequin']",1913562.jpeg
2204,['red'],['extreme harlequin'],2599926.jpeg
2205,['red'],[],2485541.jpeg
2206,['red'],"['dalmatian', 'extreme harlequin', 'harlequin', 'portholes', 'drippy']",2561773.jpeg
2207,['dark'],"['extreme harlequin', 'portholes', 'tri-color']",2566659.jpeg
2208,"['lavender', 'red']","['extreme harlequin', 'red spot']",2566883.jpeg
2209,['lavender'],['tri-color'],2566838.jpeg
2210,"['cream', 'lavender']",['tri-color'],2559345.jpeg
2211,"['cream', 'lavender']",['tri-color'],2559345.jpeg
2212,['lavender'],['portholes'],2567003.jpeg
2213,['lavender'],['tri-color'],2567276.jpeg
2214,['lavender'],['tri-color'],2567376.jpeg
2215,['lavender'],"['extreme harlequin', 'tri-color']",2567152.jpeg
2216,['red'],"['dalmatian', 'harlequin']",1232147.jpeg
2217,['yellow'],"['pinstripe', 'quad-stripe', 'drippy']",2561713.jpeg
2218,"['red', 'yellow']",[],1456526.jpeg
2219,['red'],"['dalmatian', 'pin-dashed', 'portholes']",2661795.jpeg
2220,['red'],"['harlequin', 'portholes']",2661788.jpeg
2221,"['lavender', 'red']","['snowflake', 'pos lavender', 'lilly white']",2599814.jpeg
2222,['lavender'],['tri-color'],2312566.jpeg
2223,['red'],['dalmatian'],2661697.jpeg
2224,"['dark', 'red']","['extreme harlequin', 'harlequin']",2661691.jpeg
2225,"['lavender', 'yellow']","['harlequin', 'pinstripe', 'reverse pinstripe']",2661683.jpeg
2226,['yellow'],"['extreme harlequin', 'fringing']",1959529.jpeg
2227,['red'],"['pin-dashed', 'portholes']",2661673.jpeg
2228,"['red', 'yellow']","['extreme harlequin', 'fringing', 'kneecaps']",1959473.jpeg
2229,['yellow'],"['extreme harlequin', 'tri-color']",1959447.jpeg
2230,['red'],"['portholes', 'phantom']",2661605.jpeg
2231,['lavender'],"['extreme harlequin', 'tri-color']",2661593.jpeg
2232,['yellow'],[],2067916.jpeg
2233,['lavender'],['harlequin'],2661576.jpeg
2234,['red'],"['harlequin', 'portholes', 'drippy']",2484908.jpeg
2235,['yellow'],[],2067898.jpeg
2236,['yellow'],"['brindle', 'extreme harlequin', 'harlequin']",2661513.jpeg
2237,['red'],['tiger'],2320010.jpeg
2238,['yellow'],"['pinstripe', 'solid back', 'fringing']",2067869.jpeg
2239,['yellow'],"['dalmatian', 'ink spot', 'oil spot']",2067861.jpeg
2240,['yellow'],['extreme harlequin'],2067848.jpeg
2241,['dark'],['quad-stripe'],2661455.jpeg
2242,['yellow'],[],2067834.jpeg
2243,['yellow'],[],2067825.jpeg
2244,['dark'],"['pinstripe', 'pos crowned', 'tri-color']",2661421.jpeg
2245,['red'],"['extreme harlequin', 'partial pinstripe']",2067807.jpeg
2246,['yellow'],['extreme harlequin'],2067803.jpeg
2247,"['red', 'yellow']",['harlequin'],2067778.jpeg
2248,['dark'],"['tiger', 'phantom']",2067784.jpeg
2249,['red'],"['extreme harlequin', 'quad-stripe', 'crowned', 'creamsicle', 'drippy']",1677279.jpeg
2250,['yellow'],"['pinstripe', 'fringing', 'kneecaps']",2067761.jpeg
2251,"['cream', 'dark']","['extreme harlequin', 'harlequin']",1677352.jpeg
2252,"['cream', 'red']","['extreme harlequin', 'drippy']",1677269.jpeg
2253,['yellow'],['extreme harlequin'],2067755.jpeg
2254,['red'],['extreme harlequin'],2067753.jpeg
2255,['lavender'],"['harlequin', 'drippy']",2484549.jpeg
2256,['yellow'],['extreme harlequin'],2067657.jpeg
2257,['red'],"['portholes', 'phantom']",2067647.jpeg
2258,['red'],"['harlequin', 'pinstripe']",2599086.jpeg
2259,"['cream', 'red']","['harlequin', 'snowflake', 'drippy']",2484341.jpeg
2260,['red'],['dalmatian'],2599047.jpeg
2261,['yellow'],['pinstripe'],2598996.jpeg
2262,['red'],[],2346486.jpeg
2263,['red'],['patternless'],2598988.jpeg
2264,['cream'],['harlequin'],2598948.jpeg
2265,['red'],"['harlequin', 'drippy']",2484107.jpeg
2266,['lavender'],"['pinstripe', 'white wall', 'tri-color', 'white tip']",2243403.jpeg
2267,['red'],"['extreme harlequin', 'portholes', 'pos red', 'drippy']",2484032.jpeg
2268,['yellow'],"['snowflake', 'crowned']",2284294.jpeg
2269,"['cream', 'dark']","['pinstripe', 'kneecaps']",1611237.jpeg
2270,"['dark', 'yellow']","['kneecaps', 'tri-color']",1611275.jpeg
2271,['yellow'],"['dalmatian', 'pinstripe']",2308427.jpeg
2272,['yellow'],"['extreme harlequin', 'tri-color']",2067553.jpeg
2273,['red'],"['portholes', 'bi-color']",2483994.jpeg
2274,['red'],"['harlequin', 'fringing', 'kneecaps']",2067549.jpeg
2275,['yellow'],[],1549263.jpeg
2276,"['cream', 'lavender', 'red']","['harlequin', 'drippy']",2483967.jpeg
2277,['yellow'],"['extreme harlequin', 'fringing']",2067517.jpeg
2278,['lavender'],"['partial pinstripe', 'white out']",2612833.jpeg
2279,['cream'],['pinstripe'],2612832.jpeg
2280,['cream'],"['extreme harlequin', 'pinstripe', 'white out']",2612828.jpeg
2281,['yellow'],"['quad-stripe', 'snowflake', 'fringing', 'kneecaps']",2067505.jpeg
2282,"['cream', 'lavender']","['extreme harlequin', 'pinstripe', 'white out']",2612823.jpeg
2283,['yellow'],['harlequin'],2067499.jpeg
2284,['yellow'],"['harlequin', 'tri-color']",2067493.jpeg
2285,"['cream', 'yellow']","['pinstripe', 'quad-stripe']",2311968.jpeg
2286,['red'],['reverse pinstripe'],1264196.jpeg
2287,['yellow'],"['super dalmatian', 'tiger', 'ink spot']",2660549.jpeg
2288,['dark'],"['dalmatian', 'phantom']",2420115.jpeg
2289,['yellow'],"['pinstripe', 'reverse pinstripe', 'portholes']",2660506.jpeg
2290,['cream'],"['extreme harlequin', 'tri-color']",2483510.jpeg
2291,['yellow'],['drippy'],2483506.jpeg
2292,"['cream', 'red']",['pinstripe'],2619872.jpeg
2293,"['dark', 'olive']","['harlequin', 'portholes']",2521334.jpeg
2294,"['dark', 'olive']",['harlequin'],2521338.jpeg
2295,['red'],"['harlequin', 'pinstripe']",2575192.jpeg
2296,['red'],"['harlequin', 'pinstripe']",2575167.jpeg
2297,['cream'],['pinstripe'],2559986.jpeg
2298,['red'],['super dalmatian'],2559982.jpeg
2299,['cream'],['pinstripe'],2559980.jpeg
2300,['olive'],"['dalmatian', 'red spot', 'portholes']",2510955.jpeg
2301,['yellow'],['reverse pinstripe'],2513573.jpeg
2302,['yellow'],['tiger'],2521321.jpeg
2303,['yellow'],"['tiger', 'portholes']",2521310.jpeg
2304,['yellow'],"['tiger', 'portholes']",2521302.jpeg
2305,['yellow'],"['reverse pinstripe', 'tiger']",2513601.jpeg
2306,"['dark', 'red']","['harlequin', 'portholes']",2518890.jpeg
2307,['olive'],['harlequin'],2510905.jpeg
2308,['yellow'],['tiger'],2511202.jpeg
2309,['dark'],['harlequin'],2511146.jpeg
2310,['yellow'],"['tiger', 'portholes']",2510939.jpeg
2311,['yellow'],"['dalmatian', 'patternless']",1547996.jpeg
2312,"['dark', 'red']",['harlequin'],2518862.jpeg
2313,['dark'],"['harlequin', 'partial pinstripe']",2513558.jpeg
2314,['olive'],"['harlequin', 'red spot']",2511024.jpeg
2315,['dark'],['harlequin'],2521351.jpeg
2316,"['dark', 'red']",['harlequin'],2518894.jpeg
2317,['dark'],"['pin-dashed', 'pinstripe', 'axanthic']",2660367.jpeg
2318,['red'],"['het axanthic', 'phantom']",2136914.jpeg
2319,"['dark', 'red']",[],2144421.jpeg
2320,['dark'],[],2271820.jpeg
2321,['red'],['harlequin'],2271749.jpeg
2322,['red'],"['harlequin', 'partial pinstripe', 'snowflake', 'drippy']",2483107.jpeg
2323,"['lavender', 'red']","['harlequin', 'partial pinstripe', 'pinstripe', 'snowflake', 'lilly white']",2597893.jpeg
2324,['yellow'],['quad-stripe'],2605208.jpeg
2325,['red'],"['extreme harlequin', 'harlequin']",2597870.jpeg
2326,['dark'],"['flame', 'portholes']",2597867.jpeg
2327,['dark'],"['harlequin', 'partial pinstripe']",2198943.jpeg
2328,['red'],"['harlequin', 'pinstripe']",2200232.jpeg
2329,['dark'],"['harlequin', 'partial pinstripe']",2277018.jpeg
2330,"['dark', 'red']",['dalmatian'],2237201.jpeg
2331,['lavender'],[],2605157.jpeg
2332,['dark'],['harlequin'],2605037.jpeg
2333,['red'],"['dalmatian', 'red spot']",2604897.jpeg
2334,['yellow'],['super dalmatian'],2279362.jpeg
2335,['red'],[],2525949.jpeg
2336,['dark'],"['dalmatian', 'harlequin']",2659749.jpeg
2337,"['lavender', 'red']","['extreme harlequin', 'drippy']",2311269.jpeg
2338,['yellow'],"['brindle', 'pin-dashed', 'tiger']",2659705.jpeg
2339,['dark'],['harlequin'],2659656.jpeg
2340,['yellow'],['flame'],2659628.jpeg
2341,['yellow'],"['dalmatian', 'flame', 'pinstripe', 'kneecaps']",2315990.jpeg
2342,['dark'],[],2095257.jpeg
2343,['red'],['patternless'],2224060.jpeg
2344,['cream'],"['extreme harlequin', 'fringing', 'tri-color']",2125479.jpeg
2345,['red'],"['harlequin', 'partial pinstripe']",2388196.jpeg
2346,"['red', 'yellow']",['harlequin'],2659470.jpeg
2347,['lavender'],['harlequin'],927793.jpeg
2348,['yellow'],"['extreme harlequin', 'fringing', 'kneecaps']",2125419.jpeg
2349,['red'],"['harlequin', 'partial pinstripe']",2388137.jpeg
2350,['red'],"['portholes', 'crowned']",2659416.jpeg
2351,['olive'],[],2659374.jpeg
2352,['red'],"['lilly white', 'phantom']",2431647.jpeg
2353,['yellow'],[],2659334.jpeg
2354,['red'],[],2659324.jpeg
2355,"['cream', 'dark']",['harlequin'],2596709.jpeg
2356,['dark'],"['dalmatian', 'harlequin', 'portholes']",2659181.jpeg
2357,['red'],"['extreme harlequin', 'white wall', 'tri-color']",1404098.jpeg
2358,['dark'],"['dalmatian', 'harlequin', 'portholes']",2659146.jpeg
